Basin,Stem,Station,Date---,Species,Average,Minimum,Maximum,Body,Town,Latitude,Longitude,,,,,,,
1,4,4,940524,wtsuck,390.6,293,452,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,940524,yperch,199.5,85,264,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,1020903,chnpick,86.5,85,88,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,1020903,lmb,67.0,67,67,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,1020903,pmpknsd,65.0,65,65,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,4,1020903,swmpdtr,33.0,33,33,Mill Pond,Burrillville,41.967056,-71.67656,,,,,,,
1,4,5,940602,blgl,127.7,42,166,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,brbull,292.2,262,330,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,chnpick,174.6,107,339,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,lmb,322.4,126,486,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,pmpknsd,129.5,103,155,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,tssdtr,43.7,40,47,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,wtsuck,433.0,433,433,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,940602,yperch,118.3,79,291,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,blgl,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,brbull,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,chnpick,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,lmb,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,pmpknsd,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,swmpdtr,50.0,50,50,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,wtsuck,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,991012,yperch,0.0,0,0,Wilson Res.,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,blgl,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,brbull,315.0,315,315,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,chnpick,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,eel,640.0,640,640,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,lmb,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,pmpknsd,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,swmpdtr,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,wtsuck,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,ylbull,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,5,1020930,yperch,0.0,0,0,Wilson Reservoir,Burrillville,41.968639,-71.72517,,,,,,,
1,4,6,940705,blgl,91.7,53,185,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,brktrt,145.8,70,174,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,chnpick,191.0,191,191,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,chnpick,0.0,0,0,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,pmpknsd,147.0,147,147,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,swmpdtr,44.9,42,49,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,6,940705,wtsuck,108.7,25,156,Clear R./gas line/Wallum Lake Rd.,Burrillville,41.976694,-71.74247,,,,,,,
1,4,7,940706,bndsnfsh,72.2,60,89,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,chnpick,179.0,179,179,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,fllfsh,70.8,24,187,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,rdfnpick,182.0,182,182,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,tssdtr,52.0,24,80,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,wtsuck,58.1,27,230,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,7,940706,ylbull,90.0,90,90,Round Top/Brk Rd.,Burrillville,42.00098682,-71.69654,,,,,,,
1,4,8,940706,brktrt,134.9,54,226,Mowry Brk/Whipple Rd,Burrillville,41.97676802,-71.70815,,,,,,,
1,4,9,940707,fllfsh,41.8,24,85,Clear R/Union St,Burrillville,41.96571147,-71.69244,,,,,,,
1,4,9,940707,lmb,38.5,34,43,Clear R/Union St,Burrillville,41.96571147,-71.69244,,,,,,,
1,4,9,940707,pmpknsd,57.0,57,57,Clear R/Union St,Burrillville,41.96571147,-71.69244,,,,,,,
1,4,9,940707,tssdtr,55.8,50,63,Clear R/Union St,Burrillville,41.96571147,-71.69244,,,,,,,
1,4,9,940707,wtsuck,32.6,28,39,Clear R/Union St,Burrillville,41.96571147,-71.69244,,,,,,,
1,4,10,940708,brktrt,285.0,285,285,Brandy brk/Putnam Pike,Glocester,41.92124474,-71.73486,,,,,,,
1,4,11,1050809,no fish,-,-,-,Dry Arm Brook/Wallum Lake Road,Burrillville,41.97292402,-71.75041,,,,,,,
1,4,11,940725,no fish,-,-,-,DryArmBrk/WallumLakeRd,Burrillville,41.97292402,-71.75041,,,,,,,
1,4,12,1020521,gldshnr,161.5,156,167,Burlingame Res.,Glocester,41.91131907,-71.74365,,,,,,,
1,4,12,1020521,lmb,316.5,260,463,Burlingame Res.,Glocester,41.91131907,-71.74365,,,,,,,
1,4,12,1020521,pmpknsd,104.8,33,172,Burlingame Res.,Glocester,41.91131907,-71.74365,,,,,,,
1,4,13,941003,gldshnr,55.0,55,55,Brandy Brk/Durfee Hill Rd,Glocester,41.90173216,-71.74653,,,,,,,
1,4,13,941003,pmpknsd,49.3,36,70,Brandy Brk/Durfee Hill Rd,Glocester,41.90173216,-71.74653,,,,,,,
1,4,14,1020731,blgl,71.4,62,91,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,brktrt,125.6,63,189,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,chnpick,88.8,80,110,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,fllfsh,113.1,30,188,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,pmpknsd,92.0,83,101,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,rdfnpick,118.0,76,247,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,swmpdtr,50.0,49,51,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,tssdtr,56.5,48,85,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,wtsuck,163.2,87,240,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,4,14,1020731,ylbull,92.0,92,92,Nipmuc R./USGS gauging station 01111300/Sherman Farm Rd.,Burrillville,41.98189111,-71.68609,,,,,,,
1,5,1,931216,ambklmp,100.0,100,100,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,931216,bndsnfsh,55.0,55,55,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,ambklmp,68.4,41,148,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,ambklmp,0.0,0,0,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,bndsnfsh,65.0,65,65,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,rdfnpick,155.0,155,155,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,tssdtr,40.2,26,65,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940808,wtsuck,56.0,53,60,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,ambklmp,92.4,50,133,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,ambklmp,0.0,0,0,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,chnpick,104.0,98,110,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,lmb,74.3,70,86,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,rdfnpick,136.5,82,170,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,1,940830,tssdtr,49.2,33,72,East Sneech Brk/Little Pond Country Rd,Cumberland,41.98159128,-71.41607,,,,,,,
1,5,2,940830,brbull,122.0,122,122,Long Brk/Little Pond City Rd,Cumberland,41.95905163,-71.40501,,,,,,,
1,5,2,940830,lmb,73.0,70,80,Long Brk/Little Pond City Rd,Cumberland,41.95905163,-71.40501,,,,,,,
1,5,2,940830,tssdtr,63.0,63,63,Long Brk/Little Pond City Rd,Cumberland,41.95905163,-71.40501,,,,,,,
1,5,3,940831,ambklmp,98.8,56,143,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,bndsnfsh,30.0,30,30,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,brbull,68.0,68,68,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,chnpick,108.5,82,135,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,lmb,60.0,48,75,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,rdfnpick,96.0,75,166,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,tssdtr,48.0,30,80,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,3,940831,wtsuck,77.7,70,91,Long Brk/Sneech Pond Rd,Cumberland,41.981444,-71.413167,,,,,,,
1,5,4,940902,blgl,120.0,120,120,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,4,940902,brbull,59.9,51,68,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,4,940902,lmb,72.0,72,72,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,4,940902,pmpknsd,77.8,65,94,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,4,940902,swmpdtr,46.0,46,46,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,4,940902,tssdtr,62.3,60,64,Sylvys Brk/Miscoe Lake outflow/Wrentham Rd,Cumberland,42.00625138,-71.4170509,,,,,,,
1,5,5,940902,blgl,41.0,41,41,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940902,chnpick,97.0,97,97,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940902,pmpknsd,121.5,115,128,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940902,rdfnpick,80.3,67,89,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,blgl,80.0,76,87,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,brbull,60.3,52,70,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,chnpick,75.0,60,90,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,gldshnr,122.8,104,142,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,lmb,60.6,52,72,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,pmpknsd,109.9,70,140,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,5,940915,rdfnpick,100.3,75,129,Burnt Swamp Brk/Sumner Brown Rd,Cumberland,42.01376639,-71.38969904,,,,,,,
1,5,6,940915,ambklmp,125.5,83,148,East Sneech Brk/Diamond Hill Rd,Cumberland,41.98363146,-71.40966572,,,,,,,
1,5,6,940915,brbull,0.0,0,0,East Sneech Brk/Diamond Hill Rd,Cumberland,41.98363146,-71.40966572,,,,,,,
1,5,6,940915,pmpknsd,0.0,0,0,East Sneech Brk/Diamond Hill Rd,Cumberland,41.98363146,-71.40966572,,,,,,,
1,5,6,940915,tssdtr,0.0,0,0,East Sneech Brk/Diamond Hill Rd,Cumberland,41.98363146,-71.40966572,,,,,,,
1,5,7,940919,ambklmp,113.0,64,129,Abbott run/I 295,Cumberland,41.95340698,-71.38414511,,,,,,,
1,5,7,940919,blgl,93.0,93,93,Abbott run/I 295,Cumberland,41.95340698,-71.38414511,,,,,,,
1,5,7,940919,cmnshnr,72.4,34,95,Abbott run/I 295,Cumberland,41.95340698,-71.38414511,,,,,,,
1,5,7,940919,fllfsh,58.2,52,63,Abbott run/I 295,Cumberland,41.95340698,-71.38414511,,,,,,,
1,5,7,940919,tssdtr,46.6,30,65,Abbott run/I 295,Cumberland,41.95340698,-71.38414511,,,,,,,
1,5,8,940919,blgl,97.0,97,97,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,brdlshnr,43.0,43,43,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,chnpick,166.0,108,224,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,cmnshnr,52.0,52,52,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,lmb,75.0,75,75,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,pmpknsd,91.3,87,96,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,tssdtr,67.2,46,86,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,8,940919,ylbull,133.5,132,135,Abbott Run/Howard Rd,Cumberland,41.955611,-71.387528,,,,,,,
1,5,9,940922,blgl,96.4,37,220,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,9,940922,lmb,75.5,51,136,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,9,940922,pmpknsd,74.6,42,128,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,9,940922,swmpdtr,33.0,33,33,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,9,940922,tssdtr,58.8,39,82,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,9,940922,wtsuck,87.0,87,87,Abbott Run/Dexter St,Cumberland,41.91382245,-71.38379067,,,,,,,
1,5,10,940922,brktrt,176.8,151,207,Miller R/Curran Rd,Cumberland,41.9272889,-71.38473285,,,,,,,
1,5,10,940922,lepomis,40.5,39,42,Miller R/Curran Rd,Cumberland,41.9272889,-71.38473285,,,,,,,
1,5,10,940922,pmpknsd,68.3,45,90,Miller R/Curran Rd,Cumberland,41.9272889,-71.38473285,,,,,,,
1,5,11,950509,blgl,138.4,42,222,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,blkcrp,241.0,241,241,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,lmb,320.5,168,454,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,pmpknsd,117.0,86,143,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,wperch,232.5,223,245,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,wtsuck,438.7,254,555,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
1,5,11,950509,yperch,88.3,80,97,Diamond Hill Res.,Cumberland,41.994944,-71.397278,,,,,,,
